Nome,Matrícula,Ranking,Curso
Jose,137970,21,Administracao
Ana,178095,30,Medicina
Julia,293810,50,Direito
Celia,506634,82,Engenharia
Amanda,734402,84,Direito
Luisa,101123,86,Engenharia
Julia,508452,54,Letras
Joao,660183,67,Direito
Celia,151304,90,Quimica
Marcos,804485,70,Quimica
Zeca,773682,64,Computacao
Ana,384813,75,Odontologia
Joao,856045,32,Quimica
Zeca,977464,99,Fisica
Lucas,487073,17,Administracao
Luisa,845494,26,Medicina
Rodrigo,258893,10,Medicina
Luisa,869455,29,Direito
Amanda,739893,28,Computacao
Luis,688809,76,Matematica
Marcos,219503,22,Quimica
Rodrigo,169738,50,Engenharia
Lara,464549,52,Letras
Joao,639632,34,Engenharia
Ana,637443,56,Matematica
Maria,819826,54,Medicina
Amanda,638052,87,Odontologia
Maria,274511,42,Medicina
Flora,376517,78,Odontologia
Julia,162042,42,Computacao
Luisa,413327,73,Letras
Maria,138853,34,Computacao
Ana,211040,73,Computacao
Maria,197815,49,Administracao
Marcos,793525,36,Direito
Clara,593894,79,Administracao
Lucas,978903,35,Letras
Lucas,965991,14,Administracao
Julia,401560,60,Odontologia
Lucas,402882,75,Quimica
Flora,702364,21,Letras
Jose,476137,42,Engenharia
Luisa,316668,66,Letras
Ana,965790,18,Odontologia
Marcia,695949,50,Matematica
Luis,318738,74,Medicina
Flora,516400,82,Letras
Amanda,526818,88,Quimica
Jose,108803,74,Direito
Luisa,934166,28,Quimica
Lucas,281581,63,Direito
Clara,230167,42,Matematica
Zeca,932143,52,Engenharia
Maria,554455,88,Direito
Luis,189406,56,Computacao
Celia,734055,80,Administracao
Lucas,143193,28,Quimica
Clara,675104,56,Odontologia
Rodrigo,824880,12,Letras
Lucia,869206,90,Odontologia
Celia,829422,56,Odontologia
Luisa,232794,21,Administracao
Lucia,191223,12,Quimica
Marcos,577999,12,Odontologia
Zeca,371481,29,Letras
Ana,352658,88,Computacao
Julia,489249,64,Medicina
Rodrigo,251484,63,Administracao
Marcos,299307,56,Computacao
Rodrigo,216733,33,Administracao
Rodrigo,651202,71,Direito
Tiago,883171,99,Quimica
Zeca,126915,67,Computacao
Tiago,773722,60,Odontologia
Celia,841381,61,Medicina
Pedro,456964,69,Odontologia
Flora,998919,90,Matematica
Maria,987319,23,Odontologia
Marcia,804128,97,Fisica
Jose,107504,90,Administracao
Tiago,608940,20,Medicina
Clara,864443,16,Direito
Rodrigo,641804,48,Engenharia
Julia,427112,96,Administracao
Marcos,735242,92,Letras
Lucia,193660,61,Administracao
Ana,845132,39,Matematica
Luis,624666,75,Administracao
Lucia,838323,36,Medicina
Lucas,622607,66,Letras
Lucia,618491,71,Computacao
Amanda,577175,81,Fisica
Lucas,142823,51,Fisica
Marcia,528377,16,Fisica
Rodrigo,812131,26,Administracao
Amanda,647988,62,Medicina
Luisa,265699,27,Administracao
Flora,674500,22,Quimica
Luis,192268,83,Computacao
Maria,258517,47,Engenharia
Maria,910939,14,Letras
Luis,837417,59,Quimica
Ana,148393,43,Matematica
Tiago,801689,72,Fisica
Pedro,628418,17,Direito
Lucas,444574,85,Computacao
Flora,807011,69,Computacao
Rodrigo,372230,44,Computacao
Clara,805213,97,Direito
Jose,935132,31,Fisica
Marcos,577498,78,Matematica
Amanda,379012,77,Odontologia
Julia,618750,56,Computacao
Amanda,796046,73,Quimica
Lucas,873036,50,Administracao
Amanda,813810,42,Administracao
Maria,265219,96,Quimica
Luisa,126417,57,Odontologia
Rodrigo,999205,77,Fisica
Amanda,495831,85,Quimica
Jose,732950,35,Fisica
Marcos,571464,81,Odontologia
Amanda,546846,15,Fisica
Pedro,441137,78,Engenharia
Amanda,782043,73,Matematica
Julia,547784,55,Fisica
Tiago,568648,76,Direito
Pedro,236469,81,Direito
Marcia,848926,27,Matematica
Julia,200556,53,Computacao
Julia,615626,49,Letras
Luisa,101042,72,Engenharia
Pedro,455205,79,Letras
Rodrigo,360794,24,Administracao
Luis,969391,55,Quimica
Luisa,933086,81,Fisica
Rodrigo,802898,36,Odontologia
Joao,122385,13,Medicina
Amanda,531779,21,Matematica
Lara,707245,69,Matematica
Maria,762613,91,Odontologia
Pedro,808701,54,Administracao
Lara,130096,42,Matematica
Lara,677432,83,Matematica
Ana,340464,49,Administracao
Luisa,961068,60,Odontologia
Celia,632415,51,Fisica
Celia,737645,21,Medicina
Pedro,210203,75,Administracao
Flora,413563,90,Matematica
Julia,741146,30,Computacao
Joao,329200,74,Medicina
Lucas,101648,20,Matematica
Maria,959571,100,Engenharia
Zeca,109189,47,Direito
Ana,358593,69,Matematica
Rodrigo,496197,52,Fisica
Flora,828996,98,Quimica
Joao,216570,30,Administracao
Clara,837634,59,Engenharia
Rodrigo,259272,42,Odontologia
Flora,947301,87,Medicina
Luisa,717257,17,Medicina
Luis,438352,74,Computacao
Pedro,343664,70,Quimica
Celia,702734,76,Computacao
Lucia,167631,66,Direito
Celia,822401,54,Direito
Lucas,993295,30,Letras
Flora,288194,100,Odontologia
Clara,194229,45,Letras
Julia,562770,21,Computacao
Zeca,276070,97,Engenharia
Pedro,344417,51,Matematica
Clara,971352,81,Quimica
Lara,282848,52,Administracao
Jose,966116,92,Administracao
Ana,947157,46,Letras
Maria,876859,44,Quimica
Celia,292044,76,Odontologia
Marcos,465773,44,Medicina
Pedro,722929,59,Fisica
Lucas,419691,57,Direito
Clara,523382,74,Computacao
Lara,692455,49,Quimica
Flora,820461,63,Letras
Joao,487284,44,Computacao
Maria,204772,65,Fisica
Joao,874206,14,Administracao
Luis,258250,26,Fisica
Ana,715160,100,Medicina
Celia,261070,81,Direito
Rodrigo,591146,16,Matematica
Joao,325156,14,Fisica
Marcos,272972,55,Letras
Flora,926474,88,Quimica
Marcos,823576,98,Odontologia
Lucia,457657,62,Engenharia
Flora,816861,79,Engenharia
Marcos,355046,37,Quimica
Lara,662169,28,Letras
Jose,925996,71,Odontologia
Celia,569575,48,Medicina
Julia,437438,19,Letras
Julia,222381,36,Direito
Lucia,123130,93,Computacao
Pedro,420079,41,Odontologia
Amanda,609787,25,Letras
Ana,386307,72,Letras
Clara,226477,59,Medicina
Lucas,595927,45,Fisica
Marcia,618817,19,Administracao
Pedro,367535,66,Engenharia
Ana,422033,45,Quimica
Jose,887895,56,Fisica
Joao,909109,45,Medicina
Rodrigo,266111,49,Matematica
Lucas,192830,30,Quimica
Lara,105471,71,Direito
Pedro,774753,93,Matematica
Julia,299992,41,Letras
Luis,419808,71,Engenharia
Marcia,454112,83,Fisica
Maria,324741,34,Quimica
Amanda,126661,53,Engenharia
Joao,721535,69,Quimica
Ana,459573,51,Quimica
Lucia,566247,85,Fisica
Zeca,953143,62,Direito
Lara,656910,24,Letras
Marcia,340503,75,Quimica
Joao,172768,89,Computacao
Luisa,553787,29,Medicina
Lucas,311815,22,Engenharia
Clara,853878,12,Fisica
Luisa,707591,85,Matematica
Luisa,761949,88,Fisica
Jose,521524,22,Engenharia
Ana,834295,32,Quimica
Luis,459034,76,Odontologia
Luisa,432663,51,Computacao
Celia,972402,60,Computacao
Luisa,204016,11,Computacao
Rodrigo,466302,86,Letras
Jose,226429,68,Matematica
Marcia,511537,21,Fisica
Julia,928740,83,Quimica
Jose,673379,10,Letras
Luis,104874,21,Odontologia
Lucas,650904,55,Letras
Amanda,395081,44,Computacao
Celia,438255,44,Odontologia
Lucas,386733,68,Matematica
Luisa,165030,14,Direito
Luisa,143819,95,Odontologia
Flora,548600,65,Letras
Marcos,912965,37,Quimica
Luis,505002,98,Direito
Zeca,584622,42,Administracao
Lara,876564,88,Computacao
Maria,995184,54,Fisica
Lara,502171,21,Odontologia
Flora,443104,43,Letras
Pedro,439969,38,Quimica
Rodrigo,953344,77,Direito
Flora,165561,14,Engenharia
Zeca,308138,92,Odontologia
Ana,855230,64,Quimica
Celia,705469,82,Letras
Zeca,855504,17,Matematica
Julia,921248,14,Letras
Ana,647604,97,Medicina
Jose,336904,52,Matematica
Tiago,763344,56,Administracao
Luisa,446919,77,Administracao
Julia,332154,46,Letras
Marcia,701853,67,Direito
Celia,140608,39,Computacao
Amanda,420876,78,Letras
Luisa,378995,92,Direito
Ana,236052,75,Administracao
Julia,252548,97,Letras
Luisa,424226,35,Medicina
Ana,850245,79,Administracao
Celia,319386,15,Fisica
Julia,177194,91,Engenharia
Tiago,125227,16,Odontologia
Maria,504725,20,Administracao
Tiago,612932,83,Matematica
Marcia,406569,78,Direito
Lucas,227432,35,Medicina
Tiago,402496,50,Matematica
Lara,241263,51,Engenharia
Clara,485344,91,Fisica
Marcos,333005,58,Odontologia
Julia,848400,34,Direito
Luisa,554251,14,Computacao
Ana,692973,68,Direito
Marcia,209723,63,Engenharia
Joao,210792,46,Fisica
Flora,358774,39,Engenharia
Amanda,397241,80,Fisica
Luisa,182794,31,Odontologia
Clara,875780,62,Quimica
Tiago,643843,36,Direito
Lara,478587,68,Engenharia
Maria,486514,35,Medicina
Lucas,300655,99,Quimica
Flora,442909,76,Matematica
Luis,459725,37,Fisica
Flora,574808,85,Medicina
Maria,424337,37,Engenharia
Luisa,838525,92,Fisica
Marcia,462404,49,Odontologia
Marcia,401834,42,Letras
Celia,848679,15,Odontologia
Clara,806497,20,Fisica
Maria,463211,66,Computacao
Jose,845665,99,Fisica
Luis,395733,23,Direito
Luisa,900242,11,Quimica
Rodrigo,192751,84,Direito
Amanda,291400,27,Direito
Tiago,395868,42,Fisica
Maria,423820,30,Engenharia
Lucas,166255,52,Medicina
Lucas,386966,43,Engenharia
Flora,465708,90,Medicina
Celia,283148,70,Direito
Lara,794752,23,Medicina
Marcos,381129,68,Matematica
Maria,449593,92,Letras
Zeca,835070,75,Engenharia
Zeca,905553,75,Matematica
Lara,697198,22,Matematica
Pedro,423975,74,Medicina
Pedro,484679,82,Computacao
Clara,290477,83,Direito
Marcos,401465,87,Computacao
Jose,902043,37,Matematica
Lara,829123,94,Medicina
Marcos,306729,82,Administracao
Julia,396264,75,Engenharia
Jose,819646,93,Odontologia
Rodrigo,542181,80,Matematica
Lucia,896486,74,Administracao
Lucas,850429,30,Administracao
Lara,277679,91,Odontologia
Lucia,697922,79,Computacao
Ana,917758,82,Engenharia
Celia,996095,40,Computacao
Clara,757825,90,Letras
Pedro,470750,57,Computacao
Joao,752054,67,Direito
Marcos,774740,88,Engenharia
Julia,306648,73,Medicina
Maria,789503,52,Letras
Luisa,794084,80,Odontologia
Lucas,862516,34,Odontologia
Joao,906576,64,Letras
Amanda,438285,38,Administracao
Amanda,247590,47,Medicina
Zeca,975909,35,Matematica
Julia,441790,47,Quimica
Pedro,486698,76,Letras
Maria,222246,29,Fisica
Lucia,166312,65,Medicina
Clara,789728,39,Odontologia
Zeca,794625,14,Medicina
Marcia,908898,33,Odontologia
Jose,932709,36,Computacao
Marcia,612754,27,Computacao
Amanda,951041,21,Odontologia
Lucia,894292,90,Computacao
Luisa,764920,96,Engenharia
Flora,237356,65,Odontologia
Lara,148526,82,Fisica
Clara,572848,11,Quimica
Ana,657409,90,Letras
Lucas,745379,10,Computacao
Flora,239300,34,Quimica
Celia,874542,73,Medicina
Rodrigo,295009,90,Letras
Joao,198154,78,Engenharia
Julia,364506,13,Odontologia
Lucia,429875,42,Fisica
Lara,404522,26,Fisica
Tiago,533252,100,Administracao
Tiago,498374,51,Letras
Joao,155354,90,Administracao
Zeca,274352,81,Medicina
Amanda,887479,97,Direito
Marcia,225924,53,Medicina
Ana,910300,100,Computacao
Celia,732119,95,Medicina
Amanda,841223,36,Fisica
Flora,792562,59,Matematica
Rodrigo,880476,85,Letras
Pedro,370367,11,Medicina
Amanda,645405,42,Letras
Lara,998329,40,Matematica
Flora,399737,92,Direito
Rodrigo,116833,17,Direito
Lucia,919506,63,Engenharia
Luisa,552778,28,Computacao
Luis,985379,69,Administracao
Julia,306752,62,Matematica
Zeca,548986,58,Quimica
Celia,328649,70,Computacao
Amanda,823116,68,Quimica
Lucas,944866,24,Letras
Marcos,506066,97,Quimica
Pedro,499593,50,Letras
Celia,395990,26,Engenharia
Luisa,244074,42,Medicina
Pedro,753447,31,Medicina
Marcos,332065,73,Odontologia
Amanda,185125,26,Odontologia
Maria,689267,29,Administracao
Julia,232735,61,Computacao
Pedro,966659,65,Engenharia
Amanda,758799,87,Administracao
Zeca,829807,74,Administracao
Marcos,766744,93,Quimica
Luisa,299726,39,Direito
Julia,783790,13,Fisica
Flora,577096,99,Odontologia
Joao,894694,92,Matematica
Rodrigo,420052,33,Fisica
Jose,678791,50,Medicina
Maria,417838,58,Quimica
Lucia,681801,41,Odontologia
Jose,929735,79,Matematica
Luisa,765520,46,Direito
Lara,207790,17,Administracao
Luis,426863,37,Engenharia
Amanda,835659,55,Fisica
Pedro,767232,44,Letras
Zeca,156688,14,Fisica
Julia,763167,72,Administracao
Julia,936899,59,Quimica
Marcia,672021,46,Computacao
Tiago,455846,12,Computacao
Marcos,734678,54,Computacao
Joao,607648,88,Fisica
Julia,540353,78,Engenharia
Rodrigo,633369,67,Engenharia
Flora,623800,98,Letras
Flora,280724,20,Letras
Marcos,147833,16,Direito
Flora,527080,80,Matematica
Rodrigo,906515,58,Direito
Zeca,865426,32,Engenharia
Clara,932305,85,Administracao
Julia,814871,97,Medicina
Joao,876654,47,Matematica
Lara,570164,90,Quimica
Maria,328795,28,Letras
Lara,276461,27,Administracao
Clara,510466,35,Direito
Ana,447240,41,Medicina
Clara,614066,69,Odontologia
Celia,994788,36,Quimica
Rodrigo,884075,14,Computacao
Marcia,867090,20,Matematica
Lucas,306313,70,Quimica
Lucia,700414,86,Engenharia
Flora,792136,54,Administracao
Celia,284607,90,Odontologia
Clara,585308,42,Medicina
Lara,560786,33,Quimica
Lucas,289351,95,Medicina
Luisa,497938,20,Medicina
Marcos,226709,54,Engenharia
Celia,357638,25,Engenharia
Lucas,446651,10,Direito
Jose,935861,77,Quimica
Marcos,927164,15,Medicina
Luisa,238460,94,Matematica
Amanda,301339,31,Matematica
Jose,362785,97,Medicina
Ana,667478,33,Matematica
Lara,837419,48,Letras
Clara,139273,59,Letras
Luis,943288,22,Matematica
Lara,303636,16,Engenharia
Tiago,813974,40,Letras
Marcia,768749,46,Direito
Luis,599403,11,Matematica
Flora,858627,53,Letras
Clara,588245,58,Computacao
Pedro,711672,33,Fisica
Joao,544800,65,Fisica
Zeca,715464,56,Letras
Luis,347799,90,Direito
Tiago,222882,53,Quimica
Lara,878284,69,Direito
Marcia,785782,77,Administracao
Zeca,589813,26,Quimica
Lucia,858899,27,Odontologia
Lucas,107557,95,Odontologia
Flora,845107,96,Matematica
Lara,198917,53,Matematica
Julia,177296,76,Matematica
Jose,889226,66,Computacao
Maria,998878,31,Engenharia
Clara,279729,89,Computacao
Clara,178281,33,Odontologia
Joao,687441,42,Letras
Lucia,258808,95,Odontologia
Celia,696800,82,Direito
Pedro,399641,15,Administracao
Flora,170830,10,Letras
Rodrigo,745998,68,Fisica
Amanda,800803,50,Fisica
Luis,439727,48,Direito
Lucia,881479,39,Medicina
Marcia,115371,87,Medicina
Julia,447291,65,Quimica
Tiago,630866,73,Direito
Joao,432738,94,Letras
Celia,160320,12,Direito
Luis,564695,19,Computacao
Flora,475370,20,Engenharia
Luisa,700331,83,Odontologia
Luisa,530135,42,Fisica
Luis,315292,50,Computacao
Maria,719429,35,Letras
Celia,671079,37,Odontologia
Joao,408219,56,Quimica
Lucia,272286,44,Quimica
Julia,150333,29,Direito
Amanda,583179,93,Direito
Pedro,245996,60,Odontologia
Flora,224733,20,Medicina
Tiago,180164,29,Medicina
Marcia,492332,11,Fisica
Zeca,323523,24,Odontologia
Tiago,855548,52,Computacao
Rodrigo,368886,97,Letras
Celia,444779,90,Administracao
Lara,847735,52,Direito
Joao,894909,51,Medicina
Joao,559146,61,Direito
Joao,376748,54,Administracao
Joao,244638,29,Medicina
Julia,870527,11,Quimica
Luisa,570944,45,Matematica
Amanda,722234,25,Medicina
Marcos,724889,39,Engenharia
Marcia,913645,58,Engenharia
Maria,418531,72,Fisica
Zeca,768796,24,Letras
Celia,479367,46,Engenharia
Lara,528648,21,Computacao
Zeca,469777,57,Direito
Marcos,386149,55,Matematica
Marcia,786027,15,Matematica
Lucia,533816,81,Administracao
Clara,615116,58,Quimica
Luisa,304912,48,Direito
Jose,883683,38,Engenharia
Lucas,717847,62,Fisica
Lara,624436,66,Fisica
Flora,946330,13,Letras
Lucia,363869,72,Direito
Lara,687946,71,Computacao
Lucia,527580,90,Administracao
Marcia,848640,92,Engenharia
Marcia,672716,33,Matematica
Celia,811440,95,Medicina
Celia,317538,27,Direito
Joao,933041,66,Administracao
Pedro,428954,65,Computacao
Rodrigo,158001,74,Quimica
Luisa,278600,20,Letras
Rodrigo,158933,37,Medicina
Marcos,889213,85,Letras
Celia,510307,78,Administracao
Lara,481462,25,Odontologia
Clara,875051,28,Direito
Rodrigo,704782,91,Computacao
Pedro,209693,33,Fisica
Jose,983013,84,Odontologia
Pedro,280969,35,Engenharia
Tiago,805546,29,Odontologia
Celia,202142,79,Matematica
Clara,522636,65,Letras
Marcos,893973,71,Odontologia
Marcos,863271,56,Administracao
Amanda,626863,91,Quimica
Luisa,783478,56,Medicina
Rodrigo,356601,18,Administracao
Marcia,952995,54,Quimica
Jose,960764,81,Matematica
Julia,986963,47,Letras
Tiago,857987,42,Odontologia
Pedro,318413,32,Administracao
Lara,964647,58,Matematica
Jose,712251,63,Matematica
Ana,966142,15,Matematica
Joao,196919,52,Direito
Marcos,799577,59,Computacao
Lucas,432024,23,Matematica
Joao,110714,90,Matematica
Jose,665010,15,Administracao
Joao,441145,44,Matematica
Celia,909688,85,Letras
Clara,731192,62,Matematica
Zeca,359318,68,Fisica
Celia,950285,41,Administracao
Tiago,473929,51,Computacao
Joao,395596,21,Administracao
Celia,466507,32,Computacao
Amanda,582004,98,Fisica
Luis,349987,23,Direito
Clara,890851,21,Matematica
Clara,502091,84,Computacao
Jose,211713,54,Fisica
Marcos,460405,98,Letras
Rodrigo,260645,76,Fisica
Luisa,974835,11,Direito
Tiago,286693,77,Matematica
Marcos,897026,32,Administracao
Rodrigo,825027,21,Odontologia
Amanda,712002,94,Computacao
Celia,170104,96,Fisica
Jose,421688,14,Computacao
Jose,395583,17,Medicina
Pedro,154460,52,Quimica
Joao,466026,15,Engenharia
Tiago,301138,69,Fisica
Ana,254004,17,Medicina
Julia,374534,32,Fisica
Luis,929049,32,Fisica
Pedro,962522,24,Fisica
Julia,329265,92,Medicina
Luis,981467,79,Letras
Celia,815448,15,Administracao
Jose,438832,84,Quimica
Lara,441713,67,Computacao
Jose,214365,16,Direito
Lucia,710543,60,Fisica
Lara,279066,33,Direito
Marcia,459918,26,Quimica
Lara,508817,43,Letras
Lucas,805703,38,Medicina
Marcia,688714,93,Fisica
Luis,892935,65,Medicina
Lucas,637697,72,Quimica
Luisa,513012,31,Medicina
Pedro,928414,81,Administracao
Luisa,545787,21,Direito
Lucia,977880,15,Odontologia
Clara,290481,17,Engenharia
Rodrigo,357437,84,Administracao
Marcia,355605,83,Direito
Clara,935523,53,Quimica
Rodrigo,968124,49,Letras
Luis,477543,46,Odontologia
Flora,562618,17,Computacao
Amanda,642518,63,Letras
Ana,105327,38,Letras
Lucas,167643,32,Administracao
Lucas,766535,79,Odontologia
Luisa,392147,82,Engenharia
Maria,935511,70,Quimica
Joao,195457,56,Direito
Lucia,599488,12,Letras
Flora,727583,57,Letras
Zeca,442738,64,Matematica
Ana,736398,36,Letras
Lara,143372,57,Medicina
Tiago,910685,88,Computacao
Flora,281742,19,Engenharia
Marcos,554089,68,Fisica
Tiago,881637,70,Fisica
Amanda,760906,61,Letras
Lucas,958913,42,Quimica
Luisa,816624,57,Matematica
Maria,144404,35,Computacao
Flora,894983,45,Matematica
Lucia,650473,30,Fisica
Lucas,665578,82,Fisica
Lara,934905,75,Medicina
Luisa,935844,89,Administracao
Amanda,537578,58,Quimica
Joao,944881,28,Quimica
Rodrigo,248910,99,Computacao
Lucia,301269,69,Fisica
Pedro,775433,62,Administracao
Joao,545034,55,Odontologia
Marcos,976525,78,Engenharia
Luis,317896,15,Odontologia
Rodrigo,907509,90,Engenharia
Luis,980216,23,Administracao
Joao,255776,76,Odontologia
Lara,376046,86,Administracao
Zeca,500061,17,Computacao
Luisa,140446,10,Fisica
Maria,503319,33,Direito
Lucas,116943,93,Engenharia
Lucia,997685,27,Fisica
Maria,955698,16,Engenharia
Julia,257849,100,Medicina
Marcos,921504,75,Administracao
Luisa,714842,28,Medicina
Marcia,124260,43,Computacao
Lucas,797753,51,Fisica
Lucia,903803,54,Medicina
Lara,734024,93,Matematica
Maria,669655,46,Administracao
Clara,844908,37,Fisica
Luis,487223,78,Medicina
Zeca,115034,31,Medicina
Tiago,937010,30,Medicina
Pedro,189146,83,Odontologia
Rodrigo,743617,38,Quimica
Lucia,720530,78,Fisica
Clara,626087,55,Matematica
Celia,882234,87,Matematica
Tiago,465517,83,Medicina
Julia,353259,72,Administracao
Lara,713861,75,Letras
Lara,618565,30,Medicina
Lucia,493001,17,Computacao
Lucia,395870,94,Odontologia
Luis,245023,51,Engenharia
Ana,698137,25,Engenharia
Tiago,196306,75,Odontologia
Maria,809798,76,Engenharia
Flora,273797,97,Fisica
Clara,158480,73,Quimica
Jose,710470,58,Letras
Clara,892052,31,Computacao
Luis,346301,37,Engenharia
Ana,247607,98,Matematica
Ana,802497,98,Fisica
Julia,403017,15,Odontologia
Maria,836445,100,Engenharia
Zeca,630659,67,Engenharia
Julia,591267,50,Medicina
Maria,573451,83,Quimica
Joao,409562,54,Engenharia
Tiago,958253,72,Direito
Zeca,780620,79,Engenharia
Zeca,537973,34,Letras
Lucas,464537,64,Matematica
Joao,326631,54,Engenharia
Amanda,110148,80,Engenharia
Julia,560391,26,Administracao
Joao,383476,27,Quimica
Lucas,906200,36,Computacao
Tiago,336867,59,Administracao
Marcia,479005,79,Medicina
Pedro,313157,69,Direito
Jose,729350,52,Letras
Joao,838851,81,Quimica
Ana,427274,44,Quimica
Pedro,385703,35,Direito
Zeca,440618,48,Medicina
Luis,237207,62,Matematica
Rodrigo,549920,28,Fisica
Luis,456469,55,Computacao
Joao,100051,76,Direito
Julia,487357,18,Direito
Clara,236842,23,Matematica
Tiago,995082,18,Engenharia
Tiago,837969,56,Letras
Lucas,457376,83,Letras
Luis,211223,59,Quimica
Lara,548169,40,Medicina
Julia,972570,85,Direito
Clara,511048,63,Fisica
Zeca,258728,83,Fisica
Lucas,398447,43,Fisica
Jose,452479,48,Fisica
Clara,324428,79,Odontologia
Luisa,972711,20,Matematica
Amanda,298924,35,Engenharia
Zeca,211336,12,Odontologia
Lara,272324,82,Matematica
Flora,662405,56,Fisica
Luisa,755453,19,Letras
Rodrigo,374365,96,Quimica
Amanda,182146,84,Odontologia
Julia,497088,32,Matematica
Maria,430560,32,Direito
Tiago,766506,77,Matematica
Marcia,476923,18,Administracao
Flora,813910,70,Direito
Zeca,649315,44,Quimica
